"","closeness_zeros","closeness_min","closeness_max","closeness_mean","closeness_sd","betweenness_zeros","betweenness_min","betweenness_max","betweenness_mean","betweenness_sd","edge_betweenness_zeros","edge_betweenness_min","edge_betweenness_max","edge_betweenness_mean","edge_betweenness_sd","page.rank_zeros","page.rank_min","page.rank_max","page.rank_mean","page.rank_sd","eigen_centrality_zeros","eigen_centrality_min","eigen_centrality_max","eigen_centrality_mean","eigen_centrality_sd","authority_score_zeros","authority_score_min","authority_score_max","authority_score_mean","authority_score_sd","strength_zeros","strength_min","strength_max","strength_mean","strength_sd","coreness_score_zeros","coreness_score_min","coreness_score_max","coreness_score_mean","coreness_score_sd","Eweights_zeros","Eweights_min","Eweights_max","Eweights_mean","Eweights_sd","score","id","label"
"22",0,0.262970578694109,0.504653214248957,0.389733115923064,0.0857621130158714,9,0,6,0.6,1.89736659610103,6,0,5,1.13333333333333,0.943879807448539,0,0.0777809942452189,0.135263916873558,0.1,0.0200405996803011,0,0.516717014231176,1,0.718196005579389,0.170794142135709,0,0.516717014231176,1,0.718196005579389,0.170794142135709,0,1.98155876503875,3.8027067703388,2.69013175664168,0.635399381228791,0,9,9,9,0,0,0.18496187250478,0.729297594111141,0.298903528515742,0.124251636428803,0,"P_22","TRAIN"
"23",0,0.220861140138048,0.44388475685203,0.366441488530489,0.0828786937515399,8,0,2,0.3,0.674948557710553,3,0,3,1.06666666666667,0.495433694306862,0,0.0809431335960498,0.148489973198079,0.1,0.0257425538943069,0,0.527298826571309,1,0.680084005157181,0.176917272960335,0,0.527298826571309,1,0.680084005157181,0.176917272960335,0,2.25283699105115,4.52773176564675,2.90299544800782,0.865215149518566,0,9,9,9,0,0,0.192332814706543,0.868647324720647,0.322555049778647,0.149476783709013,0,"P_23","TRAIN"
"24",0,0.192426446450154,0.392952939452083,0.314952576138763,0.0810655380199806,8,0,2,0.3,0.674948557710553,3,0,3,1.06666666666667,0.495433694306862,0,0.0779071220043089,0.144778881257525,0.1,0.0276896924248152,0,0.526154426862339,1,0.696429502413447,0.195061299760126,0,0.526154426862339,1,0.696429502413447,0.195061299760126,0,2.54483399817382,5.19679086969493,3.42801305122356,1.09729531323586,0,9,9,9,0,0,0.19813215478691,0.92832590566556,0.380890339024839,0.186404786742894,0,"P_24","TRAIN"
"25",0,0.180399507166461,0.422035863194244,0.361406844972572,0.0691327437004972,8,0,1,0.2,0.421637021355784,2,0,2,1.04444444444444,0.366528899738389,0,0.0836283064609445,0.178269193296435,0.1,0.0280960977455878,0,0.500899616741716,1,0.605018005783547,0.144027631277592,0,0.500899616741716,1,0.605018005783548,0.144027631277592,0,2.369466879974,5.54325239412803,2.9257848459336,0.940245380552313,0,9,9,9,0,0,0.18547175135632,0.752969915861569,0.325087205103733,0.157166915413259,0,"P_25","TRAIN"
"26",0,0.119325753593663,0.199232541396544,0.150214583843412,0.0297778668656264,8,0,1,0.2,0.421637021355784,2,0,2,1.04444444444444,0.366528899738389,0,0.0763821031989587,0.11923873840034,0.1,0.0162877757500881,0,0.66260940688223,1,0.858640645368727,0.126090114743537,0,0.66260940688223,1,0.858640645368726,0.126090114743537,0,5.01926037278038,8.38042057044343,6.88263562738734,1.27441806563988,0,9,9,9,0,0,0.218554353073045,0.96720824993334,0.764737291931926,0.242305619039106,1,"P_26","TRAIN"
"27",0,0.164573348805664,0.440673794344583,0.348300321694266,0.0837445560358508,9,0,6,0.6,1.89736659610103,6,0,5,1.13333333333333,0.943879807448539,0,0.0766848907162569,0.183142806093946,0.1,0.032808408143274,0,0.438526634188807,1,0.592350265608201,0.169879703474973,0,0.438526634188807,1,0.592350265608201,0.169879703474973,0,2.26925225151477,6.0763179898639,3.11742989574421,1.17074227564023,0,9,9,9,0,0,0.185177930453276,0.918962121647203,0.346381099527134,0.195097395825033,0,"P_27","TRAIN"
"28",0,0.174262870433856,0.426429879824162,0.339333177795534,0.0844900534508561,9,0,5,0.5,1.58113883008419,5,0,5,1.11111111111111,0.831816801897625,0,0.0775630416928641,0.169926225398584,0.1,0.0292405808502855,0,0.450482601016614,1,0.613316903721493,0.178159181677024,0,0.450482601016614,1,0.613316903721493,0.178159181677024,0,2.34505143122792,5.73845706495213,3.18053785577023,1.07619252215365,0,9,9,9,0,0,0.19516146850478,0.939081069813776,0.353393095085581,0.187335277718224,0,"P_28","TRAIN"
"29",0,0.20121549193094,0.474017514580878,0.352311740375562,0.0838752150060748,9,0,6,0.6,1.89736659610103,6,0,4,1.13333333333333,0.868645758952091,0,0.0743572006932895,0.156521907058426,0.1,0.024604474785915,0,0.468838263201509,1,0.663504219707893,0.162279246609882,0,0.468838263201509,1,0.663504219707893,0.162279246609881,0,2.10962668939394,4.96979626371518,3.01562940061996,0.857656062615217,0,9,9,9,0,0,0.189988036206811,0.702939226301882,0.335069933402218,0.148047035012173,0,"P_29","TRAIN"
"30",0,0.119075783793982,0.226389197410167,0.181516308340816,0.0473978461066678,8,0,1,0.2,0.421637021355784,2,0,2,1.04444444444444,0.366528899738389,0,0.0775430444067643,0.137178690971702,0.1,0.0262867324404475,0,0.627095641617962,1,0.770515410866312,0.163106889841922,0,0.627095641617962,1,0.770515410866312,0.163106889841921,0,4.41717189441784,8.39801316554962,5.9187599767684,1.7525950306881,0,9,9,9,0,0,0.189787699975041,0.962307414736665,0.657639997418711,0.315417101558831,1,"P_30","TRAIN"
"31",0,0.116908736186427,0.280498306660178,0.195224420361957,0.0541659779000892,9,0,9,0.9,2.84604989415154,9,0,5,1.2,1.25408423669516,0,0.0688312003846688,0.148145941107572,0.1,0.0279885169659868,0,0.512701672288034,1,0.723761987888065,0.168309438511777,0,0.512701672288034,1,0.723761987888065,0.168309438511777,0,3.56508391051178,8.55368069675619,5.54619553362159,1.7561077622562,0,9,9,9,0,0,0.198861906782621,0.978439839774415,0.616243948180177,0.304918065103002,1,"P_31","TRAIN"
"32",0,0.205799691719037,0.467093416490605,0.326923606465181,0.0915845297214901,9,0,10,1,3.16227766016838,10,0,5,1.22222222222222,1.41242681047532,0,0.0699631891078841,0.140516838281541,0.1,0.0262024010418797,0,0.459832698587468,1,0.710560687212956,0.204188053584493,0,0.459832698587468,1,0.710560687212956,0.204188053584493,0,2.14089936765382,4.85909377048644,3.30828679406233,1.01163719972339,0,9,9,9,0,0,0.172685881700126,0.876522750601786,0.367587421562481,0.178813545758435,0,"P_32","TRAIN"
"33",0,0.32600747688054,0.496125655267291,0.447299409684973,0.0494997055977118,9,0,1,0.1,0.316227766016838,1,0,2,1.02222222222222,0.260147588258603,0,0.0904908032644029,0.130618160765689,0.1,0.0116881444559601,0,0.691412751680932,1,0.76898489633699,0.0913212504315128,0,0.691412751680932,1,0.76898489633699,0.0913212504315128,0,2.01561840107068,3.06741431076574,2.26593875577778,0.306722904087807,0,9,9,9,0,0,0.186240718996265,0.481601997723882,0.251770972864198,0.0604880241254323,0,"P_33","TRAIN"
"34",0,0.119691132466485,0.211725360818442,0.171672305858515,0.0429762589473755,10,0,0,0,0,0,1,1,1,0,0,0.0788044187835365,0.130597522588738,0.1,0.0244250690475496,0,0.657422761479137,1,0.798730655294658,0.160486578575682,0,0.657422761479136,1,0.798730655294658,0.160486578575682,0,4.72309975590272,8.3548378179145,6.21005717883878,1.71122744307984,0,9,9,9,0,0,0.214862250000088,0.978891962673709,0.690006353204309,0.304936237096084,1,"P_34","TRAIN"
"35",0,0.118668825336393,0.211296969296606,0.157538913506127,0.0341613112571576,8,0,2,0.3,0.674948557710553,3,0,2,1.06666666666667,0.447213595499958,0,0.0752159054000571,0.124292740074361,0.1,0.0182372528792006,0,0.63086187481787,1,0.829971178402443,0.134944105100617,0,0.63086187481787,1,0.829971178402443,0.134944105100617,0,4.73267554820562,8.42681299966763,6.61190783636002,1.36958641480047,0,9,9,9,0,0,0.229267219776272,0.968452808926744,0.734656426262224,0.253308756047433,1,"P_35","TRAIN"
"36",0,0.118222682370339,0.205690845012447,0.163130265276676,0.0374349834580204,10,0,0,0,0,0,1,1,1,0,0,0.0782149225620034,0.12747309118619,0.1,0.0217514739766077,0,0.661520722780034,1,0.815324696842136,0.146310391646965,0,0.661520722780034,1,0.815324696842135,0.146310391646965,0,4.86166508742519,8.45861369366874,6.45614350615106,1.58464064370971,0,9,9,9,0,0,0.196419631693738,0.97178352593299,0.717349278461229,0.295400135249642,1,"P_36","TRAIN"
"37",0,0.361011241669011,0.519999396572328,0.447953696810296,0.0606576232943172,8,0,2,0.3,0.674948557710553,3,0,3,1.06666666666667,0.495433694306862,0,0.0870592336013331,0.118626923513439,0.1,0.0119235100422378,0,0.687601670395407,1,0.819481381670986,0.116819076235683,0,0.687601670395406,1,0.819481381670985,0.116819076235683,0,1.92307915469073,2.76999684380144,2.27108124012595,0.319313620756429,0,9,9,9,0,0,0.180281204714783,0.539931328387183,0.252342360013995,0.0708481235561966,0,"P_37","TRAIN"
"38",0,0.117267362832373,0.215678614803495,0.16227761135096,0.0363702902437186,8,0,1,0.2,0.421637021355784,2,0,2,1.04444444444444,0.366528899738389,0,0.0754935914244411,0.128555888903475,0.1,0.0194434931873337,0,0.616982978496241,1,0.80592468952778,0.138721895645401,0,0.616982978496241,1,0.805924689527779,0.138721895645401,0,4.63652829424513,8.5275218598498,6.44578637593999,1.42318053559325,0,9,9,9,0,0,0.194249521816485,0.982751694009782,0.716198486215554,0.258980297767143,1,"P_38","TRAIN"
"39",0,0.26268866411257,0.525951728728426,0.402337973657554,0.0832089457710753,9,0,5,0.5,1.58113883008419,5,0,5,1.11111111111111,0.831816801897625,0,0.077089512279118,0.139699890402711,0.1,0.0211065478504898,0,0.510935501841466,1,0.704238556495029,0.163369814886106,0,0.510935501841467,1,0.704238556495029,0.163369814886106,0,1.90131516901306,3.80678779336847,2.60266060377608,0.641652250498533,0,9,9,9,0,0,0.173318178608273,0.802204450959498,0.289184511530676,0.122917382232721,0,"P_39","TRAIN"
"40",0,0.128980383878605,0.285758165772481,0.225099100223832,0.0581061892316553,8,0,1,0.2,0.421637021355784,2,0,2,1.04444444444444,0.366528899738389,0,0.0763031293242912,0.15460582986493,0.1,0.0284383050857643,0,0.55010062316025,1,0.694867871252186,0.164355753307504,0,0.55010062316025,1,0.694867871252186,0.164355753307504,0,3.49946255182851,7.75311694638147,4.79327017572529,1.54518866039011,0,9,9,9,0,0,0.197840045502164,0.915787155546741,0.532585575080587,0.261669046999513,1,"P_40","TRAIN"
"41",0,0.232168545989194,0.466775610014031,0.410457757932766,0.0662701166841923,9,0,1,0.1,0.316227766016838,1,0,2,1.02222222222222,0.260147588258603,0,0.0869879041793335,0.161269926918255,0.1,0.0218584017866219,0,0.548956008735852,1,0.645837637955749,0.129647469355428,0,0.548956008735852,1,0.645837637955749,0.129647469355428,0,2.14235700954885,4.30721567273175,2.52762287976491,0.63570169735363,0,9,9,9,0,0,0.168545481432632,0.674469217045832,0.280846986640545,0.110884645095102,0,"P_41","TRAIN"
"42",0,0.140672438301109,0.39591132940074,0.349849359388707,0.0772876843310136,10,0,0,0,0,0,1,1,1,0,0,0.0831632596629835,0.211589384979398,0.1,0.0395445975716069,0,0.456608210056463,1,0.542777330085977,0.163861702695469,0,0.456608210056463,1,0.542777330085977,0.163861702695469,0,2.52581809546502,7.10871306474051,3.13394688165171,1.40913930730213,0,9,9,9,0,0,0.187082981961804,0.89834607677144,0.348216320183524,0.228194604794988,0,"P_42","TRAIN"
"43",0,0.115955879399501,0.293361788891196,0.241591329661978,0.0663627761551008,10,0,0,0,0,0,1,1,1,0,0,0.0767059645536208,0.17675327535605,0.1,0.0381377250832931,0,0.521204209034445,1,0.637342564860325,0.180611233591124,0,0.521204209034445,1,0.637342564860325,0.180611233591124,0,3.40876023349751,8.62396978211613,4.62581813835086,1.98598844966499,0,9,9,9,0,0,0.201626026180528,0.979325627474444,0.513979793150096,0.331957652540988,1,"P_43","TRAIN"
"44",0,0.119522652342513,0.249029759723652,0.202512089558155,0.0559781906699269,10,0,0,0,0,0,1,1,1,0,0,0.0770731029080133,0.148543781020455,0.1,0.031453345290185,0,0.597061943862194,1,0.727933846524959,0.174952185064283,0,0.597061943862194,1,0.727933846524959,0.174952185064283,0,4.01558432658691,8.36661486673106,5.41227014599573,1.9120902432087,0,9,9,9,0,0,0.17021476313125,0.956956231537014,0.601363349555081,0.336429872537129,1,"P_44","TRAIN"
"45",0,0.288706511769911,0.476061399672689,0.399374774245143,0.0751156924407711,8,0,2,0.3,0.674948557710553,3,0,3,1.06666666666667,0.495433694306862,0,0.0835775914934336,0.12888831825667,0.1,0.0179711201534675,0,0.62917912204724,1,0.772226775950166,0.150854339013391,0,0.62917912204724,1,0.772226775950166,0.150854339013391,0,2.10056938178046,3.46372512995815,2.5953400143611,0.543551657376202,0,9,9,9,0,0,0.185282887485593,0.590862443350054,0.288371112706789,0.0998084461834365,0,"P_45","TRAIN"
"46",0,0.118894763426088,0.232662360147346,0.178916342903049,0.0436356554774217,8,0,2,0.3,0.674948557710553,3,0,3,1.06666666666667,0.495433694306862,0,0.075915073704211,0.137116284789101,0.1,0.0230633153934984,0,0.597749751082116,1,0.764269792136889,0.150370213852315,0,0.597749751082116,1,0.764269792136888,0.150370213852315,0,4.29807382408868,8.41079935889407,5.92401699673431,1.54754672610434,0,9,9,9,0,0,0.207395877047494,0.959103084380683,0.658224110748256,0.272106931170995,1,"P_46","TRAIN"
"47",0,0.118924732989476,0.229161201480984,0.160895772287075,0.0372668927770958,8,0,5,0.7,1.63639169448448,7,0,6,1.15555555555556,0.975974001972006,0,0.071494051913791,0.126079564898467,0.1,0.0184440962535374,0,0.58464029070133,1,0.818992295816851,0.139726769286532,0,0.58464029070133,1,0.818992295816852,0.139726769286532,0,4.36374043048025,8.40867979992432,6.49533009629927,1.36526787740298,0,9,9,9,0,0,0.187351933463112,0.964073158842358,0.721703344033253,0.244681126875714,1,"P_47","TRAIN"
"48",0,0.161186428799504,0.38706304024562,0.319265062589187,0.0753158997426315,9,0,2,0.2,0.632455532033676,2,0,3,1.04444444444444,0.424025918780892,0,0.0797416292546898,0.173330290567173,0.1,0.0306645610343072,0,0.488529768301523,1,0.621034470106341,0.166607740533263,0,0.488529768301523,1,0.621034470106341,0.166607740533263,0,2.58355848020371,6.20399625109803,3.37908513188073,1.18465381500659,0,9,9,9,0,0,0.220750807443853,0.852694892843873,0.375453903542303,0.197500429263868,0,"P_48","TRAIN"
"49",0,0.118046043433,0.186244625379052,0.139410340968666,0.0237685727030657,9,0,2,0.2,0.632455532033676,2,0,3,1.04444444444444,0.424025918780892,0,0.0767455226459742,0.113654395974749,0.1,0.0128137023678845,0,0.680044497318943,1,0.892031301330104,0.111703920229031,0,0.680044497318943,1,0.892031301330104,0.111703920229031,0,5.36928245829787,8.4712707933119,7.33726526920066,1.07801375669146,0,9,9,9,0,0,0.238895777231329,0.977124532587329,0.815251696577851,0.200022541626776,1,"P_49","TRAIN"
"50",0,0.119698295675758,0.232701897165043,0.179403490167612,0.0450358395345374,8,0,1,0.2,0.421637021355784,2,0,2,1.04444444444444,0.366528899738389,0,0.075610758926703,0.135853826407552,0.1,0.0249406459632196,0,0.60669585575787,1,0.774657277748121,0.158906567778044,0,0.60669585575787,1,0.774657277748121,0.158906567778044,0,4.29734356351531,8.35433783208434,5.94835901867888,1.67522261748187,0,9,9,9,0,0,0.200400787656798,0.967696444141282,0.660928779853209,0.299967980301092,1,"P_50","TRAIN"
"51",0,0.11807308686528,0.175317844561438,0.14224842761922,0.0248026712798013,10,0,0,0,0,0,1,1,1,0,0,0.0816395693394997,0.115309870193398,0.1,0.014479456534426,0,0.72962772250909,1,0.881331385580828,0.116250573758298,0,0.729627722509091,1,0.881331385580828,0.116250573758298,0,5.70392593236316,8.46933053542498,7.21576976251321,1.18959691957953,0,9,9,9,0,0,0.215176756835612,0.967484198227438,0.801752195834801,0.22421863240994,1,"P_51","TRAIN"
"52",0,0.17887227500066,0.409337765275164,0.34339151037782,0.0766259720756254,8,0,1,0.2,0.421637021355784,2,0,2,1.04444444444444,0.366528899738389,0,0.0816890508751253,0.169956340751693,0.1,0.0279733418878697,0,0.50093612651697,1,0.627098173977937,0.157581706078529,0,0.50093612651697,1,0.627098173977937,0.157581706078529,0,2.44297029209553,5.59058132399953,3.10704586044734,0.996371639757631,0,9,9,9,0,0,0.175672669297017,0.796837431775436,0.345227317827483,0.169904946582134,0,"P_52","TRAIN"
